Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Vel.(m/s)
306,1313,A,1,H,1,62.5,0.625,1483.6
306,1313,A,1,H,1,65,0.65,1484.4
306,1313,A,1,H,1,67.5,0.675,1481.9
306,1313,A,1,H,1,70,0.7,1483
306,1313,A,1,H,1,75,0.75,1479.8
306,1313,A,1,H,1,77.5,0.775,1480
306,1313,A,1,H,1,80,0.8,1483.1
306,1313,A,1,H,1,82.5,0.825,1482.1
306,1313,A,1,H,1,85,0.85,1482.7
306,1313,A,1,H,1,87.5,0.875,1484.9
306,1313,A,1,H,1,90,0.9,1483.9
306,1313,A,1,H,1,92.5,0.925,1486.6
306,1313,A,1,H,1,95,0.95,1484.9
306,1313,A,1,H,1,97.5,0.975,1496.7
306,1313,A,1,H,1,100,1,1508.6
306,1313,A,1,H,1,102.5,1.025,1506
306,1313,A,1,H,1,105,1.05,1486.8
306,1313,A,1,H,1,107.5,1.075,1485.6
306,1313,A,1,H,1,110,1.1,1485.4
306,1313,A,1,H,1,112.5,1.125,1484.1
306,1313,A,1,H,1,115,1.15,1484.6
306,1313,A,1,H,1,117.5,1.175,1484.1
306,1313,A,1,H,1,120,1.2,1486.6
306,1313,A,1,H,1,125,1.25,1485.6
306,1313,A,1,H,1,127.5,1.275,1483.9
306,1313,A,1,H,1,130,1.3,1486.2
306,1313,A,1,H,1,132.5,1.325,1488.1
306,1313,A,1,H,1,135,1.35,1485.1
306,1313,A,1,H,1,137.5,1.375,1486
306,1313,A,1,H,1,140,1.4,1485.7
306,1313,A,1,H,2,10,1.6,1486.3
306,1313,A,1,H,2,12.5,1.625,1485.7
306,1313,A,1,H,2,15,1.65,1484.5
306,1313,A,1,H,2,17.5,1.675,1482.9
306,1313,A,1,H,2,22.5,1.725,1485.6
306,1313,A,1,H,2,30,1.8,1482.1
306,1313,A,1,H,2,35,1.85,1483.8
306,1313,A,1,H,2,42.5,1.925,1486.6
306,1313,A,1,H,2,45,1.95,1479.8
306,1313,A,1,H,2,47.5,1.975,1484.1
306,1313,A,1,H,2,50,2,1482
306,1313,A,1,H,2,62.5,2.125,1486.3
306,1313,A,1,H,2,65,2.15,1486.2
306,1313,A,1,H,2,70,2.2,1489.7
306,1313,A,1,H,2,97.5,2.475,1482.9
306,1313,A,1,H,2,100,2.5,1483.3
306,1313,A,1,H,2,102.5,2.525,1480.6
306,1313,A,1,H,2,105,2.55,1481.1
306,1313,A,1,H,2,107.5,2.575,1484.7
306,1313,A,1,H,2,110,2.6,1483.8
306,1313,A,1,H,2,112.5,2.625,1486.5
306,1313,A,1,H,2,115,2.65,1487.4
306,1313,A,1,H,2,117.5,2.675,1489.4
306,1313,A,1,H,2,120,2.7,1491.6
306,1313,A,1,H,2,130,2.8,1488.6
306,1313,A,1,H,2,132.5,2.825,1484.9
306,1313,A,1,H,2,135,2.85,1483.2
306,1313,A,1,H,3,12.5,3.125,1490.9
306,1313,A,1,H,3,52.5,3.525,1485.7
306,1313,A,1,H,3,55,3.55,1483.5
306,1313,A,1,H,3,60,3.6,1482.7
306,1313,A,1,H,3,62.5,3.625,1482.2
306,1313,A,1,H,3,65,3.65,1484.2
306,1313,A,1,H,3,67.5,3.675,1483
306,1313,A,1,H,3,70,3.7,1482.1
306,1313,A,1,H,3,72.5,3.725,1480.1
306,1313,A,1,H,3,75,3.75,1481.6
306,1313,A,1,H,3,77.5,3.775,1482.1
306,1313,A,1,H,3,80,3.8,1483.7
306,1313,A,1,H,3,82.5,3.825,1482.2
306,1313,A,1,H,3,85,3.85,1486
306,1313,A,1,H,3,87.5,3.875,1486.5
306,1313,A,1,H,3,90,3.9,1490.3
306,1313,A,1,H,3,92.5,3.925,1494.4
306,1313,A,1,H,3,95,3.95,1494.5
306,1313,A,1,H,3,115,4.15,1500.4
306,1313,A,1,H,4,17.5,4.675,1504.8
306,1313,A,2,H,1,70,5.9,1485
306,1313,A,2,H,1,72.5,5.925,1480.9
306,1313,A,2,H,1,75,5.95,1483.9
306,1313,A,2,H,1,77.5,5.975,1482.2
306,1313,A,2,H,1,80,6,1478.7
306,1313,A,2,H,1,82.5,6.025,1481.5
306,1313,A,2,H,1,85,6.05,1484.2
306,1313,A,2,H,1,87.5,6.075,1481
306,1313,A,2,H,1,90,6.1,1482.7
306,1313,A,2,H,1,92.5,6.125,1480.5
306,1313,A,2,H,1,95,6.15,1478.2
306,1313,A,2,H,1,97.5,6.175,1479.3
306,1313,A,2,H,1,100,6.2,1479.7
306,1313,A,2,H,1,102.5,6.225,1482.2
306,1313,A,2,H,1,105,6.25,1482.4
306,1313,A,2,H,1,107.5,6.275,1480.5
306,1313,A,2,H,1,110,6.3,1482
306,1313,A,2,H,1,112.5,6.325,1480
306,1313,A,2,H,1,115,6.35,1479.5
306,1313,A,2,H,1,117.5,6.375,1482.3
306,1313,A,2,H,1,120,6.4,1481.1
306,1313,A,2,H,1,122.5,6.425,1481.2
306,1313,A,2,H,1,125,6.45,1481.3
306,1313,A,2,H,1,127.5,6.475,1484.2
306,1313,A,2,H,1,130,6.5,1488.5
306,1313,A,2,H,1,137.5,6.575,1492
306,1313,A,2,H,1,140,6.6,1491.9
306,1313,A,2,H,2,20,6.9,1489.2
306,1313,A,2,H,2,32.5,7.025,1489.9
306,1313,A,2,H,2,47.5,7.175,1488.4
306,1313,A,2,H,2,50,7.2,1490.4
306,1313,A,2,H,2,52.5,7.225,1486.3
306,1313,A,2,H,2,55,7.25,1485.8
306,1313,A,2,H,2,87.5,7.575,1490.5
306,1313,A,2,H,2,90,7.6,1489.6
306,1313,A,2,H,2,105,7.75,1487.1
306,1313,A,2,H,2,107.5,7.775,1485.7
306,1313,A,2,H,2,112.5,7.825,1486.7
306,1313,A,2,H,2,115,7.85,1479.8
306,1313,A,2,H,2,117.5,7.875,1480.9
306,1313,A,2,H,2,120,7.9,1480
306,1313,A,2,H,2,122.5,7.925,1481.2
306,1313,A,2,H,2,125,7.95,1485
306,1313,A,2,H,2,127.5,7.975,1487.2
306,1313,A,2,H,2,130,8,1487.1
306,1313,A,2,H,2,132.5,8.025,1490.5
306,1313,A,2,H,2,135,8.05,1491.6
306,1313,A,2,H,2,137.5,8.075,1490.8
306,1313,A,2,H,2,140,8.1,1489
306,1313,A,2,H,3,10,8.3,1490.6
306,1313,A,2,H,3,12.5,8.325,1489.2
306,1313,A,2,H,3,35,8.55,1494.3
306,1313,A,2,H,3,50,8.7,1496.3
306,1313,A,2,H,3,57.5,8.775,1500.5
306,1313,A,2,H,3,60,8.8,1500.9
306,1313,A,2,H,3,65,8.85,1497.2
306,1313,A,2,H,3,72.5,8.925,1492.5
306,1313,A,2,H,3,80,9,1493.4
306,1313,A,2,H,3,82.5,9.025,1492.7
306,1313,A,2,H,3,95,9.15,1496.4
306,1313,A,2,H,3,97.5,9.175,1498.5
306,1313,A,2,H,3,100,9.2,1503
306,1313,A,2,H,3,102.5,9.225,1500.5
306,1313,A,2,H,3,105,9.25,1498.9
306,1313,A,2,H,4,42.5,10.125,1490.3
306,1313,A,2,H,4,50,10.2,1486
306,1313,A,2,H,4,52.5,10.225,1485.3
306,1313,A,2,H,4,60,10.3,1495.4
306,1313,A,2,H,4,62.5,10.325,1498.8
306,1313,A,2,H,4,72.5,10.425,1492.3
306,1313,A,2,H,4,75,10.45,1489.4
306,1313,A,2,H,4,80,10.5,1484.3
306,1313,A,2,H,4,82.5,10.525,1485.5
306,1313,A,2,H,4,85,10.55,1484.7
306,1313,A,2,H,4,87.5,10.575,1488.8
306,1313,A,2,H,4,92.5,10.625,1494
306,1313,A,2,H,4,95,10.65,1492.6
306,1313,A,2,H,4,97.5,10.675,1494.8
306,1313,A,2,H,4,100,10.7,1491.4
306,1313,A,2,H,4,102.5,10.725,1491.5
306,1313,A,2,H,4,105,10.75,1495.1
306,1313,A,2,H,4,110,10.8,1491.5
306,1313,A,2,H,4,112.5,10.825,1487.5
306,1313,A,2,H,4,115,10.85,1489
306,1313,A,2,H,4,117.5,10.875,1487.5
306,1313,A,2,H,4,120,10.9,1490.3
306,1313,A,2,H,4,127.5,10.975,1493.9
306,1313,A,2,H,4,130,11,1495
306,1313,A,2,H,4,132.5,11.025,1499.5
306,1313,A,2,H,5,10,11.3,1493.2
306,1313,A,2,H,5,12.5,11.325,1490.3
306,1313,A,2,H,5,15,11.35,1491.3
306,1313,A,2,H,5,17.5,11.375,1492.8
306,1313,A,2,H,5,20,11.4,1491.3
306,1313,A,2,H,5,22.5,11.425,1487.1
306,1313,A,2,H,5,25,11.45,1483.7
306,1313,A,2,H,5,27.5,11.475,1483.1
306,1313,A,2,H,5,30,11.5,1485.1
306,1313,A,2,H,5,32.5,11.525,1482.6
306,1313,A,2,H,5,35,11.55,1484.3
306,1313,A,2,H,5,37.5,11.575,1482.4
306,1313,A,2,H,5,40,11.6,1484
306,1313,A,2,H,5,42.5,11.625,1484.6
306,1313,A,2,H,5,45,11.65,1482.8
306,1313,A,2,H,5,47.5,11.675,1483.4
306,1313,A,2,H,5,50,11.7,1484.1
306,1313,A,2,H,5,52.5,11.725,1482.3
306,1313,A,2,H,5,55,11.75,1483
306,1313,A,2,H,5,57.5,11.775,1486.2
306,1313,A,2,H,5,60,11.8,1482.9
306,1313,A,2,H,5,62.5,11.825,1482.9
306,1313,A,2,H,5,65,11.85,1483.8
306,1313,A,2,H,5,67.5,11.875,1483.3
306,1313,A,2,H,5,70,11.9,1486.1
306,1313,A,2,H,5,72.5,11.925,1491.4
306,1313,A,2,H,5,75,11.95,1492.5
306,1313,A,2,H,5,77.5,11.975,1494.7
306,1313,A,2,H,5,80,12,1493.9
306,1313,A,2,H,5,82.5,12.025,1493.3
306,1313,A,2,H,5,85,12.05,1492.1
306,1313,A,2,H,5,87.5,12.075,1491.8
306,1313,A,2,H,5,90,12.1,1495.9
306,1313,A,2,H,5,92.5,12.125,1496.3
306,1313,A,2,H,5,95,12.15,1497.8
306,1313,A,2,H,5,97.5,12.175,1495.8
306,1313,A,2,H,5,100,12.2,1496
306,1313,A,2,H,5,102.5,12.225,1497.9
306,1313,A,2,H,5,105,12.25,1495.5
306,1313,A,2,H,5,107.5,12.275,1498.4
306,1313,A,2,H,5,110,12.3,1499.1
306,1313,A,2,H,5,112.5,12.325,1500.2
306,1313,A,2,H,5,115,12.35,1499.9
306,1313,A,2,H,5,117.5,12.375,1499.5
306,1313,A,2,H,5,120,12.4,1498.6
306,1313,A,2,H,5,122.5,12.425,1500.3
306,1313,A,2,H,5,125,12.45,1499.4
306,1313,A,2,H,5,127.5,12.475,1499.5
306,1313,A,2,H,5,130,12.5,1500.3
306,1313,A,2,H,5,132.5,12.525,1499.1
306,1313,A,2,H,5,135,12.55,1500.6
306,1313,A,2,H,5,137.5,12.575,1499.9
306,1313,A,2,H,5,140,12.6,1499.1
306,1313,A,2,H,5,142.5,12.625,1499.5
306,1313,A,2,H,6,7.5,12.775,1499.9
306,1313,A,2,H,6,10,12.8,1491.8
306,1313,A,2,H,6,12.5,12.825,1488.9
306,1313,A,2,H,6,15,12.85,1487.2
306,1313,A,2,H,6,17.5,12.875,1485.6
306,1313,A,2,H,6,20,12.9,1487.4
306,1313,A,2,H,6,22.5,12.925,1487.1
306,1313,A,2,H,6,25,12.95,1486.2
306,1313,A,2,H,6,27.5,12.975,1489.1
306,1313,A,2,H,6,30,13,1490.1
306,1313,A,2,H,6,32.5,13.025,1486.9
306,1313,A,2,H,6,35,13.05,1490.4
306,1313,A,2,H,6,37.5,13.075,1487.4
306,1313,A,2,H,6,40,13.1,1488.3
306,1313,A,2,H,6,42.5,13.125,1490.5
306,1313,A,2,H,6,45,13.15,1496.9
306,1313,A,2,H,6,47.5,13.175,1497.3
306,1313,A,2,H,6,50,13.2,1495.5
306,1313,A,2,H,6,52.5,13.225,1499.5
306,1313,A,2,H,6,55,13.25,1497
306,1313,A,2,H,6,57.5,13.275,1499.3
306,1313,A,2,H,6,60,13.3,1500.1
306,1313,A,2,H,6,62.5,13.325,1503.3
306,1313,A,2,H,6,65,13.35,1501.6
306,1313,A,2,H,6,70,13.4,1504.3
306,1313,A,2,H,6,72.5,13.425,1502.6
306,1313,A,2,H,6,77.5,13.475,1502.8
306,1313,A,2,H,6,80,13.5,1500.6
306,1313,A,2,H,6,82.5,13.525,1500.7
306,1313,A,2,H,6,85,13.55,1500.3
306,1313,A,2,H,6,87.5,13.575,1505.3
306,1313,A,2,H,6,90,13.6,1503.5
306,1313,A,2,H,6,92.5,13.625,1504.4
306,1313,A,2,H,6,95,13.65,1502.9
306,1313,A,2,H,6,97.5,13.675,1506
306,1313,A,2,H,6,100,13.7,1507.2
306,1313,A,2,H,6,102.5,13.725,1508.2
306,1313,A,2,H,6,105,13.75,1509.6
306,1313,A,2,H,6,110,13.8,1510.7
306,1313,A,2,H,6,112.5,13.825,1510.9
306,1313,A,2,H,6,115,13.85,1511.9
306,1313,A,2,H,6,117.5,13.875,1510.4
306,1313,A,2,H,6,120,13.9,1511.1
306,1313,A,2,H,6,122.5,13.925,1511.2
306,1313,A,2,H,6,127.5,13.975,1507.7
306,1313,A,2,H,6,130,14,1507.6
306,1313,A,2,H,6,135,14.05,1508.6
306,1313,A,2,H,6,137.5,14.075,1511.5
306,1313,A,2,H,6,140,14.1,1510.4
306,1313,A,2,H,6,142.5,14.125,1512.9
306,1313,A,2,H,7,10,14.3,1511.2
306,1313,A,2,H,7,12.5,14.325,1513.1
306,1313,A,2,H,7,15,14.35,1512.4
306,1313,A,2,H,7,17.5,14.375,1513.8
306,1313,A,2,H,7,20,14.4,1515.2
306,1313,A,2,H,7,22.5,14.425,1514.1
306,1313,A,2,H,7,25,14.45,1513.2
306,1313,A,2,H,7,27.5,14.475,1507.5
306,1313,A,2,H,7,30,14.5,1511.8
306,1313,A,2,H,7,32.5,14.525,1509.1
306,1313,A,2,H,7,35,14.55,1501.6
306,1313,A,2,H,7,37.5,14.575,1495
306,1313,A,2,H,7,40,14.6,1497.4
306,1313,A,2,H,7,42.5,14.625,1494
306,1313,A,2,H,7,45,14.65,1490.2
306,1313,A,2,H,7,47.5,14.675,1490.6
306,1313,A,2,H,7,50,14.7,1487.3
306,1313,A,2,H,7,52.5,14.725,1485.9
306,1313,A,2,H,7,55,14.75,1483.4
306,1313,A,2,H,7,57.5,14.775,1484.1
306,1313,A,2,H,7,60,14.8,1483.8
306,1313,A,2,H,7,62.5,14.825,1484.6
306,1313,A,2,H,7,65,14.85,1484.1
306,1313,A,3,H,1,70,15.4,1502.2
306,1313,A,3,H,1,72.5,15.425,1502
306,1313,A,3,H,1,75,15.45,1503.8
306,1313,A,3,H,1,77.5,15.475,1506.6
306,1313,A,3,H,1,80,15.5,1505.7
306,1313,A,3,H,1,82.5,15.525,1503
306,1313,A,3,H,1,85,15.55,1500.5
306,1313,A,3,H,1,87.5,15.575,1498.5
306,1313,A,3,H,1,90,15.6,1496
306,1313,A,3,H,1,92.5,15.625,1494.2
306,1313,A,3,H,1,95,15.65,1491.2
306,1313,A,3,H,1,97.5,15.675,1491
306,1313,A,3,H,1,100,15.7,1492.7
306,1313,A,3,H,1,102.5,15.725,1497
306,1313,A,3,H,1,105,15.75,1499.4
306,1313,A,3,H,1,107.5,15.775,1498.5
306,1313,A,3,H,1,110,15.8,1500.6
306,1313,A,3,H,1,112.5,15.825,1500
306,1313,A,3,H,1,115,15.85,1500.8
306,1313,A,3,H,1,117.5,15.875,1501.1
306,1313,A,3,H,1,120,15.9,1503.1
306,1313,A,3,H,1,122.5,15.925,1502.8
306,1313,A,3,H,1,125,15.95,1501
306,1313,A,3,H,1,127.5,15.975,1501.6
306,1313,A,3,H,1,130,16,1503.7
306,1313,A,3,H,1,132.5,16.025,1502
306,1313,A,3,H,1,135,16.05,1501.7
306,1313,A,3,H,1,137.5,16.075,1501.2
306,1313,A,3,H,2,7.5,16.275,1507.8
306,1313,A,3,H,2,10,16.3,1505.3
306,1313,A,3,H,2,12.5,16.325,1503.7
306,1313,A,3,H,2,15,16.35,1503
306,1313,A,3,H,2,17.5,16.375,1503.1
306,1313,A,3,H,2,20,16.4,1503.7
306,1313,A,3,H,2,22.5,16.425,1506.8
306,1313,A,3,H,2,25,16.45,1507.7
306,1313,A,3,H,2,27.5,16.475,1507.5
306,1313,A,3,H,2,30,16.5,1510
306,1313,A,3,H,2,35,16.55,1508.9
306,1313,A,3,H,2,40,16.6,1508.8
306,1313,A,3,H,2,42.5,16.625,1505.6
306,1313,A,3,H,2,45,16.65,1508.9
306,1313,A,3,H,2,47.5,16.675,1511.5
306,1313,A,3,H,2,50,16.7,1509.5
306,1313,A,3,H,2,52.5,16.725,1509.5
306,1313,A,3,H,2,55,16.75,1508.8
306,1313,A,3,H,2,57.5,16.775,1509.9
306,1313,A,3,H,2,60,16.8,1505.6
306,1313,A,3,H,2,62.5,16.825,1504.9
306,1313,A,3,H,2,65,16.85,1502.8
306,1313,A,3,H,2,67.5,16.875,1503.3
306,1313,A,3,H,2,70,16.9,1503.1
306,1313,A,3,H,2,72.5,16.925,1503.1
306,1313,A,3,H,2,75,16.95,1505.6
306,1313,A,3,H,2,77.5,16.975,1504.1
306,1313,A,3,H,2,80,17,1504.2
306,1313,A,3,H,2,82.5,17.025,1506.3
306,1313,A,3,H,2,85,17.05,1506.1
306,1313,A,3,H,2,87.5,17.075,1504.3
306,1313,A,3,H,2,90,17.1,1504.1
306,1313,A,3,H,2,92.5,17.125,1501.8
306,1313,A,3,H,2,95,17.15,1501.5
306,1313,A,3,H,2,97.5,17.175,1503.4
306,1313,A,3,H,2,100,17.2,1500.9
306,1313,A,3,H,2,102.5,17.225,1501.7
306,1313,A,3,H,2,105,17.25,1504.1
306,1313,A,3,H,2,107.5,17.275,1502.1
306,1313,A,3,H,2,110,17.3,1501.8
306,1313,A,3,H,2,112.5,17.325,1504.2
306,1313,A,3,H,2,115,17.35,1504.1
306,1313,A,3,H,2,117.5,17.375,1503.2
306,1313,A,3,H,2,120,17.4,1503.3
306,1313,A,3,H,2,122.5,17.425,1501.5
306,1313,A,3,H,2,125,17.45,1500.4
306,1313,A,3,H,2,127.5,17.475,1502.4
306,1313,A,3,H,2,130,17.5,1499.6
306,1313,A,3,H,2,137.5,17.575,1502.2
306,1313,A,3,H,2,140,17.6,1502.2
306,1313,A,3,H,3,12.5,17.825,1495.7
306,1313,A,3,H,3,15,17.85,1492.9
306,1313,A,3,H,3,27.5,17.975,1481.7
306,1313,A,3,H,3,30,18,1483.6
306,1313,A,3,H,3,35,18.05,1486.5
306,1313,A,3,H,3,37.5,18.075,1488.9
306,1313,A,3,H,3,40,18.1,1488.7
306,1313,A,3,H,3,42.5,18.125,1490
306,1313,A,3,H,3,45,18.15,1489.6
306,1313,A,3,H,3,47.5,18.175,1489.2
306,1313,A,3,H,3,50,18.2,1485
306,1313,A,3,H,3,52.5,18.225,1484.4
306,1313,A,3,H,3,55,18.25,1489.6
306,1313,A,3,H,3,57.5,18.275,1484.3
306,1313,A,3,H,3,60,18.3,1485.2
306,1313,A,3,H,3,62.5,18.325,1485.7
306,1313,A,3,H,3,65,18.35,1486.3
306,1313,A,3,H,3,67.5,18.375,1489.1
306,1313,A,3,H,3,70,18.4,1488.9
306,1313,A,3,H,3,72.5,18.425,1487.9
306,1313,A,3,H,3,75,18.45,1485.8
306,1313,A,3,H,3,77.5,18.475,1483.2
306,1313,A,3,H,3,80,18.5,1486.2
306,1313,A,3,H,3,82.5,18.525,1484.6
306,1313,A,3,H,3,85,18.55,1486.5
306,1313,A,3,H,3,87.5,18.575,1485.9
306,1313,A,3,H,3,90,18.6,1483.7
306,1313,A,3,H,3,92.5,18.625,1486.3
306,1313,A,3,H,3,95,18.65,1486.4
306,1313,A,3,H,3,97.5,18.675,1486.9
306,1313,A,3,H,3,100,18.7,1485.4
306,1313,A,3,H,3,102.5,18.725,1486.3
306,1313,A,3,H,3,105,18.75,1485.6
306,1313,A,3,H,3,107.5,18.775,1487.6
306,1313,A,3,H,3,110,18.8,1486.5
306,1313,A,3,H,3,112.5,18.825,1485.4
306,1313,A,3,H,3,115,18.85,1487.8
306,1313,A,3,H,3,117.5,18.875,1486.9
306,1313,A,3,H,3,120,18.9,1488.7
306,1313,A,3,H,3,122.5,18.925,1491.6
306,1313,A,3,H,3,140,19.1,1499.5
306,1313,A,3,H,3,142.5,19.125,1502.4
306,1313,A,3,H,4,15,19.35,1502.1
306,1313,A,3,H,4,50,19.7,1501.6
306,1313,A,3,H,4,52.5,19.725,1503.2
306,1313,A,3,H,4,55,19.75,1492.9
306,1313,A,3,H,4,57.5,19.775,1493.3
306,1313,A,3,H,4,60,19.8,1496.6
306,1313,A,3,H,4,62.5,19.825,1495.8
306,1313,A,3,H,4,65,19.85,1492.2
306,1313,A,3,H,4,67.5,19.875,1491.3
306,1313,A,3,H,4,70,19.9,1492.8
306,1313,A,3,H,4,72.5,19.925,1492.8
306,1313,A,3,H,4,75,19.95,1492
306,1313,A,3,H,4,77.5,19.975,1492.6
306,1313,A,3,H,4,80,20,1493.2
306,1313,A,3,H,4,82.5,20.025,1489.9
306,1313,A,3,H,4,85,20.05,1489.8
306,1313,A,3,H,4,87.5,20.075,1492.3
306,1313,A,3,H,4,90,20.1,1493.7
306,1313,A,3,H,4,92.5,20.125,1494.7
306,1313,A,3,H,4,95,20.15,1498.4
306,1313,A,3,H,4,97.5,20.175,1497.9
306,1313,A,3,H,4,100,20.2,1496.4
306,1313,A,3,H,4,102.5,20.225,1496
306,1313,A,3,H,4,105,20.25,1499.2
306,1313,A,3,H,4,107.5,20.275,1501.4
306,1313,A,3,H,4,117.5,20.375,1501.1
306,1313,A,3,H,5,57.5,21.275,1516.4
306,1313,A,3,H,5,62.5,21.325,1512
306,1313,A,3,H,5,82.5,21.525,1518.6
306,1313,A,3,H,5,85,21.55,1514.6
306,1313,A,3,H,5,92.5,21.625,1519.1
306,1313,A,3,H,5,95,21.65,1515.4
306,1313,A,3,H,5,97.5,21.675,1515.5
306,1313,A,3,H,5,100,21.7,1513.6
306,1313,A,3,H,6,10,22.3,1507.7
306,1313,A,3,H,6,12.5,22.325,1506.5
306,1313,A,3,H,6,15,22.35,1507.7
306,1313,A,3,H,6,17.5,22.375,1504.8
306,1313,A,3,H,6,20,22.4,1505.2
306,1313,A,3,H,6,22.5,22.425,1507.1
306,1313,A,3,H,6,25,22.45,1503.6
306,1313,A,3,H,6,27.5,22.475,1507
306,1313,A,3,H,6,30,22.5,1505.4
306,1313,A,3,H,6,32.5,22.525,1504.1
306,1313,A,3,H,6,35,22.55,1504.7
306,1313,A,3,H,6,37.5,22.575,1502.6
306,1313,A,3,H,6,40,22.6,1505.1
306,1313,A,3,H,6,42.5,22.625,1503.3
306,1313,A,3,H,6,45,22.65,1505.1
306,1313,A,3,H,6,47.5,22.675,1503.9
306,1313,A,3,H,6,50,22.7,1502.6
306,1313,A,3,H,6,52.5,22.725,1503.1
306,1313,A,3,H,6,55,22.75,1502.8
306,1313,A,3,H,6,57.5,22.775,1507.4
306,1313,A,3,H,6,60,22.8,1505.1
306,1313,A,3,H,6,62.5,22.825,1507.8
306,1313,A,3,H,6,65,22.85,1509.8
306,1313,A,3,H,6,67.5,22.875,1511.6
306,1313,A,3,H,6,72.5,22.925,1509
306,1313,A,3,H,6,75,22.95,1506.3
306,1313,A,3,H,6,77.5,22.975,1504.5
306,1313,A,3,H,6,80,23,1503.6
306,1313,A,3,H,6,82.5,23.025,1501.9
306,1313,A,3,H,6,85,23.05,1502.2
306,1313,A,3,H,6,87.5,23.075,1502.1
306,1313,A,3,H,6,90,23.1,1504.8
306,1313,A,3,H,6,92.5,23.125,1505.8
306,1313,A,3,H,6,95,23.15,1503.6
306,1313,A,3,H,6,97.5,23.175,1505.2
306,1313,A,3,H,6,100,23.2,1505.9
306,1313,A,3,H,6,102.5,23.225,1505.4
306,1313,A,3,H,6,105,23.25,1505.4
306,1313,A,3,H,6,107.5,23.275,1507.8
306,1313,A,3,H,6,110,23.3,1507.3
306,1313,A,3,H,6,112.5,23.325,1506.3
306,1313,A,3,H,6,115,23.35,1506.7
306,1313,A,3,H,6,117.5,23.375,1508.2
306,1313,A,3,H,6,120,23.4,1507.5
306,1313,A,3,H,6,122.5,23.425,1512.6
306,1313,A,3,H,6,125,23.45,1511.4
306,1313,A,3,H,6,127.5,23.475,1510.7
306,1313,A,3,H,6,130,23.5,1513.1
306,1313,A,3,H,6,140,23.6,1528.3
306,1313,A,3,H,7,10,23.8,1509
306,1313,A,3,H,7,12.5,23.825,1511.8
306,1313,A,3,H,7,15,23.85,1510.1
306,1313,A,3,H,7,17.5,23.875,1508.8
306,1313,A,3,H,7,20,23.9,1510.7
306,1313,A,3,H,7,22.5,23.925,1511.9
306,1313,A,3,H,7,25,23.95,1508.9
306,1313,A,3,H,7,27.5,23.975,1508
306,1313,A,3,H,7,30,24,1513.3
306,1313,A,3,H,7,32.5,24.025,1512.8
306,1313,A,3,H,7,35,24.05,1512.8
306,1313,A,3,H,7,55,24.25,1519.8
306,1313,A,4,H,1,40,24.6,1501.2
306,1313,A,4,H,1,42.5,24.625,1507.5
306,1313,A,4,H,1,47.5,24.675,1511.1
306,1313,A,4,H,1,52.5,24.725,1512.8
306,1313,A,4,H,1,62.5,24.825,1509.5
306,1313,A,4,H,1,70,24.9,1517.4
306,1313,A,4,H,1,75,24.95,1510.7
306,1313,A,4,H,1,85,25.05,1503
306,1313,A,4,H,1,90,25.1,1498.5
306,1313,A,4,H,1,102.5,25.225,1508
306,1313,A,4,H,1,107.5,25.275,1509.2
306,1313,A,4,H,1,110,25.3,1511.4
306,1313,A,4,H,1,112.5,25.325,1509.2
306,1313,A,4,H,1,115,25.35,1509.8
306,1313,A,4,H,1,120,25.4,1507.6
306,1313,A,4,H,1,132.5,25.525,1517.5
306,1313,A,4,H,2,30,26,1506
306,1313,A,4,H,2,45,26.15,1499.6
306,1313,A,4,H,2,47.5,26.175,1500.1
306,1313,A,4,H,2,50,26.2,1499.1
306,1313,A,4,H,2,52.5,26.225,1500.2
306,1313,A,4,H,2,55,26.25,1499.4
306,1313,A,4,H,2,67.5,26.375,1509.5
306,1313,A,4,H,2,90,26.6,1506.3
306,1313,A,4,H,2,92.5,26.625,1509.4
306,1313,A,4,H,2,95,26.65,1505.7
306,1313,A,4,H,2,100,26.7,1503.8
306,1313,A,4,H,2,102.5,26.725,1502.3
306,1313,A,4,H,2,115,26.85,1509.4
306,1313,A,4,H,2,122.5,26.925,1508.2
306,1313,A,4,H,2,125,26.95,1505.2
306,1313,A,4,H,2,127.5,26.975,1504.7
306,1313,A,4,H,2,130,27,1504.2
306,1313,A,4,H,2,132.5,27.025,1504.4
306,1313,A,4,H,2,135,27.05,1505.9
306,1313,A,4,H,2,137.5,27.075,1508
306,1313,A,4,H,2,140,27.1,1492.8
306,1313,A,4,H,2,142.5,27.125,1498.8
306,1313,A,4,H,3,17.5,27.375,1504.6
306,1313,A,4,H,3,20,27.4,1497.9
306,1313,A,4,H,3,25,27.45,1491.9
306,1313,A,4,H,3,27.5,27.475,1489.5
306,1313,A,4,H,3,30,27.5,1495.3
306,1313,A,4,H,3,32.5,27.525,1497.5
306,1313,A,4,H,3,35,27.55,1496.4
306,1313,A,4,H,3,37.5,27.575,1498.8
306,1313,A,4,H,3,40,27.6,1495.4
306,1313,A,4,H,3,42.5,27.625,1492.5
306,1313,A,4,H,3,45,27.65,1491.7
306,1313,A,4,H,3,47.5,27.675,1490.7
306,1313,A,4,H,3,50,27.7,1491.8
306,1313,A,4,H,3,52.5,27.725,1493.5
306,1313,A,4,H,3,55,27.75,1493.7
306,1313,A,4,H,3,57.5,27.775,1496.3
306,1313,A,4,H,3,60,27.8,1493.5
306,1313,A,4,H,3,62.5,27.825,1495.7
